Property ID,Map Location
P911,"https://www.google.com/maps/place/Janaadhar+Shubha+Phase+2/@12.7629423,77.7701688,12.29z/data=!4m6!3m5!1s0x3bae6f2322a60297:0x28f4cccd96a1d18!8m2!3d12.7379637!4d77.7347329!16s%2Fg%2F11j6ylx65p?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D"
P910,https://maps.app.goo.gl/XYk3yYAEDF2bBrbK9
P909,"https://www.google.com/maps/place/Yelahanka,+Bengaluru,+Karnataka/@13.1183119,77.5990641,14z/data=!3m1!4b1!4m6!3m5!1s0x3bae1856f737d2d5:0xbef78d20185d942f!8m2!3d13.1154662!4d77.6069977!16zL20vMDhocmpm?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D"
P908,https://maps.app.goo.gl/6hro7ABbrci9itCC6
P907,https://maps.app.goo.gl/buEWdbz1UULCf3CXA
P906,"https://www.google.com/maps/place/ADITHYA+RICA+APARTMENT/@12.9521199,77.7586505,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0dfd4d7deb7b:0xe2cff4075fbba2c3!8m2!3d12.9521199!4d77.7586505!16s%2Fg%2F11s1wgzmbs?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D"
P905,
P904,"https://www.google.com/maps/place/SOBHA+Dream+Gardens+(Residential+Apartments+in+Thanisandra)/@13.0886006,77.6168576,13.81z/data=!4m6!3m5!1s0x3bae19261265aa95:0xcc6de8ac0fc6561f!8m2!3d13.0986671!4d77.6412999!16s%2Fg%2F11f7760crx?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P903,https://maps.app.goo.gl/RsgUqRaztibq9L646
P902,"https://www.google.com/maps/place/Homedale+Apartment/@12.9714875,77.4962633,11.22z/data=!4m6!3m5!1s0x3bae17eb1f9b5ff9:0x4bb9401dfb6fdaf8!8m2!3d12.9937507!4d77.6249595!16s%2Fg%2F11j661xqjl?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P901,https://maps.app.goo.gl/9JwcUD5WBqBHPYPj6
P900,"https://www.google.com/maps/place/Griha+Srishti/@13.0817705,77.6225291,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19bf559db89b:0xa00318e7f5117bf3!8m2!3d13.0817705!4d77.625104!16s%2Fg%2F11q2ykd_47?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P899,https://maps.app.goo.gl/VJu2FJzsDkDEiwhe6
P898,https://maps.app.goo.gl/H98teVKBw89mcDkq7
P897,https://maps.app.goo.gl/tB6KrxFkpwk7aUU86
P896,https://maps.app.goo.gl/r23DfSQ6RSJL3LvM7
P895,https://maps.app.goo.gl/XfeWqzBVPcPhvN4m8
P894,https://maps.app.goo.gl/8mgvwKVC4gSDNZdt5
P893,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8
P892,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8
P891,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8
P890,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8
P889,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8
P888,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8
P887,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8
P886,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8
P885,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8
P884,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8
P883,https://maps.app.goo.gl/iRNX2doxiL8ca3Z38
P882,https://maps.app.goo.gl/iRNX2doxiL8ca3Z38
P881,https://maps.app.goo.gl/iRNX2doxiL8ca3Z38
P880,"https://www.google.com/maps/place/Okalipuram,+Srirampura,+Bengaluru,+Karnataka/@12.9743084,77.5615768,10.99z/data=!4m6!3m5!1s0x3bae161e8fd5a9cd:0x9001d89f92e54b28!8m2!3d12.9834507!4d77.5655242!16s%2Fg%2F1vcq6106?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D"
P879,"https://www.google.com/maps/place/RT+Nagar,+Bengaluru,+Karnataka+560032/@12.9743084,77.5615768,10.99z/data=!4m6!3m5!1s0x3bae17bac2a140d9:0x1fe7e4cfffb7e346!8m2!3d13.0247291!4d77.5947532!16s%2Fm%2F0269hss?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D"
P878,"https://www.google.com/maps/place/RT+Nagar,+Bengaluru,+Karnataka+560032/@12.9743084,77.5615768,10.99z/data=!4m6!3m5!1s0x3bae17bac2a140d9:0x1fe7e4cfffb7e346!8m2!3d13.0247291!4d77.5947532!16s%2Fm%2F0269hss?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D"
P877,"https://www.google.com/maps/place/Gopalan+Olympia,+GOPALAN+OLYMPIA,+Kumbalagodu-Gollahalli+Rd,+Bengaluru,+Karnataka+560060/@12.8761536,77.447412,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae38a22d6e10cb:0x4b9602a97c884931!8m2!3d12.8761536!4d77.4499869!16s%2Fg%2F11bxjbr5gb?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P876,https://maps.app.goo.gl/SWZ8itq1KbChbDR98
P875,https://maps.app.goo.gl/AiQaDdpQiVWHtvS99
P874,https://maps.app.goo.gl/yEHYvmt9rBezrMf87
P873,https://maps.app.goo.gl/9VpuTJWxhJNPACHm9
P872,https://maps.app.goo.gl/RcEWgRyuGGxdjVsj6
P871,https://maps.app.goo.gl/RcEWgRyuGGxdjVsj6
P870,https://maps.app.goo.gl/LuRNY4aHKfSzPpPLA
P869,https://maps.app.goo.gl/2v9RggrrV42Np32f7
P868,"https://www.google.com/maps/place/Godrej+Splendour,+Whitefield+Bangalore/@13.0117106,77.7459332,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f76a01f6405:0xb01eed2d016c1c23!8m2!3d13.0117106!4d77.7459332!16s%2Fg%2F11rvc2jz0r?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P867,https://maps.app.goo.gl/8i2u1NToSwvk198x9
P866,https://maps.app.goo.gl/8i2u1NToSwvk198x9
P865,https://maps.app.goo.gl/8i2u1NToSwvk198x9
P864,"https://www.google.com/maps/place/The+Prestige+City/@12.8769603,77.7573457,15z/data=!4m10!1m2!2m1!1sprestige+city+sarjapur!3m6!1s0x3bae6f78c3e75109:0x65c327b0d8584026!8m2!3d12.8769603!4d77.7661004!15sChZwcmVzdGlnZSBjaXR5IHNhcmphcHVykgEPZ2F0ZWRfY29tbXVuaXR54AEA!16s%2Fg%2F11p5_vp97w?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P863,https://maps.app.goo.gl/K1HjtYGrBEqrFvoK8
P862,https://maps.app.goo.gl/K1HjtYGrBEqrFvoK8
P861,"https://www.google.com/maps/place/Bren+Zahara/@12.9023877,77.664472,15.2z/data=!4m6!3m5!1s0x3bae13995d08d7b7:0xee5e81b765434408!8m2!3d12.9017763!4d77.6703839!16s%2Fg%2F11n8887vp5?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P860,https://maps.app.goo.gl/sbrjJz5ix3NCA3Ts7
P859,https://maps.app.goo.gl/sbrjJz5ix3NCA3Ts7
P858,https://maps.app.goo.gl/sbrjJz5ix3NCA3Ts7
P857,https://maps.app.goo.gl/jpy11EhzgVXu9sESA
P856,https://maps.app.goo.gl/jpy11EhzgVXu9sESA
P855,https://maps.app.goo.gl/22t5tfnX18CmxmBZ9
P853,https://maps.app.goo.gl/XcaTcQQstHXN2gr97
P852,"https://www.google.com/maps/place/Mico+Layout,+BTM+2nd+Stage,+BTM+Layout,+Bengaluru,+Karnataka+560076/@12.9079663,77.6032205,14.53z/data=!4m6!3m5!1s0x3bae150318728565:0x90c3ec8ef1be5630!8m2!3d12.9128039!4d77.6043174!16s%2Fg%2F1pty4zy_2?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P851,"https://www.google.com/maps/place/Regency+Pinnacle+Height+Levender,+REGENCY+PINNACLE+HEIGHT,+Rachenahalli,+Thanisandra,+Bengaluru,+Karnataka+560045/@13.0618476,77.6233384,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19ded8a6f4fd:0xcad2aa9b0938961c!8m2!3d13.0618476!4d77.6259133!16s%2Fg%2F11ggjq_zry?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P850,https://maps.app.goo.gl/2fRDg9mW2qMdKFpe8
P849,https://maps.app.goo.gl/NRrCHfyqFyHLJDdm7
P848,https://maps.app.goo.gl/oDjTQSz6qN3gxw8Z8
P847,https://maps.app.goo.gl/rC8D2yWe53tXfiEj7
P846,https://maps.app.goo.gl/rC8D2yWe53tXfiEj7
P845,https://maps.app.goo.gl/jpy11EhzgVXu9sESA
P844,"https://www.google.com/maps/place/Salarpuria+Sanctity,+Sarjapuraa+-+Marathahalli+Rd,+Halanayakanahalli,+Bengaluru,+Karnataka+560035/@12.9154384,77.689305,14z/data=!4m6!3m5!1s0x3bae1313dd7acf7d:0xb7786145e4d91d49!8m2!3d12.9111506!4d77.6817074!16s%2Fg%2F1hhgzc1dd?entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D"
P843,https://maps.app.goo.gl/QNvyzdiBKJ5YYyJd7
P842,https://maps.app.goo.gl/qm3FUAPNq5zfAy3n9
P841,https://maps.app.goo.gl/j6DfCuPKrpLu2Uad6
P840,https://maps.app.goo.gl/Ph4NAwC2roG7ha5L7
P839,https://maps.app.goo.gl/yU8VzGZDMWaPBY2T7
P838,https://maps.app.goo.gl/BnCLiahb642yj7VP7
P837,https://maps.app.goo.gl/B6JLFthoHUu8fJrJ7
P835,https://maps.app.goo.gl/sbDXkkJg22H9QkUx7
P834,"https://www.google.com/maps/place/Nikoo+Homes+1+Exit+gate+B/@13.0840597,77.6432522,17z/data=!4m10!1m2!2m1!1snikoo+homes+1!3m6!1s0x3bae197a4e3488b5:0xd5cb8ce40aca929c!8m2!3d13.0840597!4d77.6454409!15sCg1uaWtvbyBob21lcyAxkgETY29uZG9taW5pdW1fY29tcGxleOABAA!16s%2Fg%2F11pr8jzm19?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P833,"https://www.google.com/maps/place/Prestige+Park+Drive/@13.2214569,77.6777095,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1d4e8ca7eda7:0xc364f7c0d0700f1d!8m2!3d13.2214569!4d77.6777095!16s%2Fg%2F11jw12djp9?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P832,"https://www.google.com/maps/place/Nikoo+Homes+2/@13.0809606,77.6401636,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19932d2c5769:0x4b8f0a394b42030e!8m2!3d13.0809606!4d77.6401636!16s%2Fg%2F11c0phwqwf?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P831,"https://www.google.com/maps/place/12%C2%B058'46.2%22N+77%C2%B044'43.4%22E/@12.9795,77.7453889,17z/data=!3m1!4b1!4m4!3m3!8m2!3d12.9795!4d77.7453889?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P830,"https://www.google.com/maps/place/Purva+Zenium/@13.1460926,77.6389257,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae198832e8b5df:0xe35302a5286768d2!8m2!3d13.1460926!4d77.6389257!16s%2Fg%2F11gy9x4h_c?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P829,"https://www.google.com/maps/place/MJ+Lifestyle+Astyllen/@12.8809033,77.6532272,13.41z/data=!4m6!3m5!1s0x3bae133404bc7b69:0xaa3669c50ed0bc52!8m2!3d12.886245!4d77.681595!16s%2Fg%2F11hbpx0mx6?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P828,"https://www.google.com/maps/place/SOBHA+Royal+Pavilion/@12.8996341,77.7036133,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae12dec95792ff:0xa103391baa5b8583!8m2!3d12.8996341!4d77.7036133!16s%2Fg%2F11p6djl1xv?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P827,"https://www.google.com/maps/place/Vaswani+Exquisite/@12.9900604,77.7215187,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11eb58a62769:0xd9d2d75e3426ebe!8m2!3d12.9900604!4d77.7240936!16s%2Fg%2F11ckyc53x2?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P826,https://maps.app.goo.gl/YKJeEgYxPgt3Qwqf7
P825,https://maps.app.goo.gl/YKJeEgYxPgt3Qwqf7
P824,https://maps.app.goo.gl/YC2JKoXGwsA4oWvN6
P823,https://maps.app.goo.gl/6wwWWna8gkWjP8XB6
P822,https://maps.app.goo.gl/Sr9KKeKBnUCpdS548
P821,https://maps.app.goo.gl/eQbtZ3zxXPnfo7oZ8
P820,https://maps.app.goo.gl/2bi4d7ghwxQ1NhNw7
P819,"https://www.google.com/maps/place/13%C2%B005'44.2%22N+77%C2%B036'35.5%22E/@13.0955964,77.6072901,17z/data=!3m1!4b1!4m4!3m3!8m2!3d13.0955964!4d77.609865?hl=en&entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
P818,https://maps.app.goo.gl/B1a5bEv6tY3YLsYs9
P817,"https://www.google.co.in/maps/place/Provident+Ecopolitan+Aerospace/@13.1495382,77.63848,12.99z/data=!4m6!3m5!1s0x3bae1b2cdde70eb7:0x92f603ce3b3f0cdc!8m2!3d13.1462963!4d77.6817509!16s%2Fg%2F11kq2n306g?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D"
P816,"https://www.google.co.in/maps/place/G+Corp+Residences+Koramangala/@12.9305923,77.6369195,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1466dd6e22ef:0xd70dcbebfc4472ca!8m2!3d12.9305923!4d77.6369195!16s%2Fg%2F11c59_zd5b?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D"
P815,https://maps.app.goo.gl/Dk1dPn7qd2oJWskK6
P814,"https://www.google.co.in/maps/place/Century+Infiniti/@12.8971912,77.6780895,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae137568cdf083:0xd97e2e394fa4b9f1!8m2!3d12.8971912!4d77.6780895!16s%2Fg%2F11f7kn4s58?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D"
P813,"https://www.google.co.in/maps/place/Pionier+Lakedew+Residency+Clubhouse/@12.8741687,77.6962436,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6cd6f6b7619f:0x89fb5a4a65a6e2ce!8m2!3d12.8741687!4d77.6962436!16s%2Fg%2F11c1qrrtty?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D"
P812,"https://www.google.co.in/maps/place/Waterford+villas/@12.8103224,77.5599602,31949m/data=!3m1!1e3!4m6!3m5!1s0x3bae6dc471ead287:0xe0a6df29a021db0!8m2!3d12.8532058!4d77.6942607!16s%2Fg%2F11jjq0hmjr?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D"
P811,https://maps.app.goo.gl/ZAKcUSzkjWVrb4gr9
P810,"https://www.google.com/maps/place/Godrej+Splendour,+Whitefield+Bangalore/@13.0117106,77.7459332,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f76a01f6405:0xb01eed2d016c1c23!8m2!3d13.0117106!4d77.7459332!16s%2Fg%2F11rvc2jz0r?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D"
P809,https://maps.app.goo.gl/P6ztPXrGCNKSbbV16
P808,"https://www.google.com/maps/place/MIMS+Springdale+1/@12.9788011,77.7489673,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0fcaeac5e841:0x77f8fde7b5488d4a!8m2!3d12.9788011!4d77.7489673!16s%2Fg%2F11h3cvpkdw?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D"
P807,"https://www.google.com/maps/place/Pavani+Prime/@12.9529493,77.7152445,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae138b15d4dd49:0xb09dde8d4e34bb3!8m2!3d12.9529493!4d77.7152445!16s%2Fg%2F11f9yt6g86?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D"
P806,https://maps.app.goo.gl/gVEMN1MBZhLGZdyM8
P805,"https://www.google.com/maps/place/Assetz+Sun+%26+Sanctum/@13.0215378,77.705724,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11497ecf6bf9:0x8e1344a990a20e4e!8m2!3d13.0215378!4d77.705724!16s%2Fg%2F11fhr026qb?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D"
P804,"https://www.google.com/maps/place/Godrej+Park+Retreat,+Bangalore/@12.8935254,77.7048546,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13fc158cf447:0x441ed34a9d1d173e!8m2!3d12.8935254!4d77.7048546!16s%2Fg%2F11p5zk89gz?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D"
P803,https://maps.app.goo.gl/myZr3emaazmPfBrN9
P802,https://maps.app.goo.gl/1HQMZ8buZvcwQmwY7
P801,"https://www.google.com/maps/place/Prestige+Waterford/@12.9821519,77.7437044,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1140a51448ab:0xc1e3bb2948afbff4!8m2!3d12.9821519!4d77.7437044!16s%2Fg%2F11jm_2bhpm?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D"
P800,https://maps.app.goo.gl/j7fCzxBLmawQmVgi8
P799,"https://www.google.com/maps/place/Windmills+Of+Your+Mind+%7C+Total+Environment/@12.9854674,77.7173555,17z/data=!4m6!3m5!1s0x3bae11a202404dab:0x8cc53d6758fea9d6!8m2!3d12.9828212!4d77.721483!16s%2Fg%2F11c6cfkc_4?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D"
P798,https://maps.app.goo.gl/Ewbrn7gLuqxToHvR9
P797,"https://www.google.com/maps/place/Incor+Carmel+Heights/@12.9502259,77.7149364,14.49z/data=!4m6!3m5!1s0x3bae0d3c96f3be75:0xed7fcb9b69076fb2!8m2!3d12.9604192!4d77.7478952!16s%2Fg%2F11g2xnnb7j?entry=ttu&g_ep=EgoyMDI0MTExNy4wIKXMDSoASAFQAw%3D%3D"
P796,"https://www.google.com/maps/place/Samhita+Rainbow,+SAMHITA+RAINBOW,+Vibgyor+High+School+Rd,+Manjunatha+Layout,+Silver+Springs+Layout,+Munnekollal,+Bengaluru,+Karnataka+560066/@12.9508168,77.7146333,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1240d2c59bfd:0x324bdfa67036c1e2!8m2!3d12.9508168!4d77.7172082!16s%2Fg%2F12hmd2ps3?entry=ttu&g_ep=EgoyMDI0MTExNy4wIKXMDSoASAFQAw%3D%3D"
P795,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881136,77.7178947,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
P794,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881136,77.7178947,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
P793,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881136,77.7178947,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
P792,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881136,77.7178947,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
P791,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881136,77.7178947,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
P790,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881136,77.7178947,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
P789,https://maps.app.goo.gl/vpvotbgmzwMBTDiY9
P788,https://maps.app.goo.gl/4b7WhHZvebELdtfY7
P787,https://maps.app.goo.gl/1BoywQCKJNjjQxds7
P786,https://maps.app.goo.gl/xRAMqJbhBKcTHwJAA
P785,https://maps.app.goo.gl/JPzLywXkNrKZdXeX7
P784,https://maps.app.goo.gl/Xv66UnsC3xCQ6xpL7
P783,https://maps.app.goo.gl/7VjCUcUZsuW7L5ra6
P782,https://maps.app.goo.gl/YRYKhS98FAH9YEFy8
P781,https://maps.app.goo.gl/YRYKhS98FAH9YEFy8
P780,https://maps.app.goo.gl/YRYKhS98FAH9YEFy8
P779,https://maps.app.goo.gl/YRYKhS98FAH9YEFy8
P778,https://maps.app.goo.gl/YRYKhS98FAH9YEFy8
P777,https://maps.app.goo.gl/1NREGPNpeqWvub4F9
P776,https://maps.app.goo.gl/kWRxYaWoYbaAP1ReA
P775,https://maps.app.goo.gl/uNHe6RDt2FEZHhu76
P774,https://maps.app.goo.gl/RjsxhStuNHFurZ4z5
P773,https://maps.app.goo.gl/VqkJv4xpdSX9tr8Y6
P772,https://maps.app.goo.gl/y2mk13FGG7hzYbv77
P771,https://maps.app.goo.gl/7szpLkzxz6kuatV98
P770,https://maps.app.goo.gl/KgJqm3GhXj1dN2dz7
P769,https://maps.app.goo.gl/CZB4q4yxKYEUzrRE7
P768,https://maps.app.goo.gl/8S3svvpFYvkLdzn69
P767,https://maps.app.goo.gl/dgJBM42zzAqtrfzg6
P766,
P765,
P764,https://maps.app.goo.gl/yw6mB2ZfKSS8UUuq7
P763,https://maps.app.goo.gl/6iRCmBw12jCEXT428
P762,https://maps.app.goo.gl/6iRCmBw12jCEXT428
P761,https://maps.app.goo.gl/GTx5r8gbwK44sMGJ6
P760,https://maps.app.goo.gl/ShaRWgk87TmdwJxm6
P759,https://maps.app.goo.gl/N4hvsst4PxgRtuma9
P758,https://maps.app.goo.gl/Bi6cdLKhZ7q7Rdwb7
P757,https://maps.app.goo.gl/BWRCrs7PhBHRjbni7
P756,https://maps.app.goo.gl/dxaAgZsQyCz51WCv8
P755,https://maps.app.goo.gl/fpkne3pguTQvkkXT8
P754,https://maps.app.goo.gl/DESpzqYniefodMpN8
P753,https://maps.app.goo.gl/6iCAoFVSUe1DjCjC6
P752,https://maps.app.goo.gl/zmVm4ssHvXvd3sUE7
P751,https://maps.app.goo.gl/4bGpWxMax2PesptS8
P750,https://maps.app.goo.gl/x8jNsTrf3DwwKAYf6
P749,https://maps.app.goo.gl/pKwq7FMdaY4kTcYr8
P748,https://maps.app.goo.gl/pF35oUiuuLPvM6Gd7
P747,"https://www.google.com/maps/place/Tumkur+Rd,+Karnataka/@13.1474355,77.3007137,13.37z/data=!4m6!3m5!1s0x3bae3d6fdcd01779:0x58836d6c399cc517!8m2!3d13.1577019!4d77.3263878!16s%2Fg%2F1v46yt4h?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
P746,"https://www.google.com/maps/place/Assetz+Marq/@13.0244172,77.7619875,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f2e4cd147c9:0x9ef127860c74ba1e!8m2!3d13.0244172!4d77.7619875!16s%2Fg%2F11c6rh3nw_?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
P745,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8854006,77.7018517,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
P744,https://maps.app.goo.gl/eHgXrMXPEN3gQ9Wf8
P743,https://maps.app.goo.gl/hwpZqrH5Kr34sibr6
P742,https://maps.app.goo.gl/SBQFuq7TLcYDTYvC7
P741,https://maps.app.goo.gl/t8zMoTnRTfXCBCu4A
P740,https://maps.app.goo.gl/A1fxfqRQZCcHi6ph9
P739,https://maps.app.goo.gl/De9sRZ2cewpKXwHVA
P738,https://maps.app.goo.gl/N1P2kpoNje5vUp4Q7
P737,https://maps.app.goo.gl/3vnnYpp8pYtDFmhc7
P736,https://maps.app.goo.gl/Y3c75p7GnQNNByaNA
P735,https://maps.app.goo.gl/Y3c75p7GnQNNByaNA
P734,https://maps.app.goo.gl/m7veCx5CHpJUis9X6
P733,https://maps.app.goo.gl/cqBtY2E4gJnWDaMU7
P732,https://maps.app.goo.gl/tEzVfro3aU7imBbSA
P731,https://maps.app.goo.gl/tEzVfro3aU7imBbSA
P730,https://maps.app.goo.gl/NFYomc6CK76KXFx88
P729,https://maps.app.goo.gl/XxniZrKzuhMjanLq8
P728,https://maps.app.goo.gl/C8a76S1UrHbroi4m9
P727,https://maps.app.goo.gl/9Hik4X6o34SUq14U8
P725,https://maps.app.goo.gl/5foQbKhj37oF4P256
P724,https://maps.app.goo.gl/FXbxveqdVwuQBfAc6
P723,https://maps.app.goo.gl/W6Krwe27qEwBhLyn8
P722,https://maps.app.goo.gl/4Gur2fwa3jJ6vGrk7
P721,https://maps.app.goo.gl/kGqWnLXtaw8Mkq849
P720,https://maps.app.goo.gl/Y1aLLLTazgeLRmL77
P719,https://maps.app.goo.gl/iCmzBYKrfkUj1pLH6
P718,https://maps.app.goo.gl/JncZ6kDLTzkpcvkKA
P717,https://maps.app.goo.gl/LqzBSdACDhC6eF7r7
P716,https://maps.app.goo.gl/4Gur2fwa3jJ6vGrk7
P715,https://maps.app.goo.gl/dnqQS2cz2P1wCL3G6
