Property ID,Map Location
P714,https://maps.app.goo.gl/56NZkbR1mGS6y65W6
P713,https://maps.app.goo.gl/rn7PFDeDiyESZbsb9
P712,https://maps.app.goo.gl/HLzCAfwBP2WZoY7X7
P711,https://maps.app.goo.gl/rn7PFDeDiyESZbsb9
P710,https://maps.app.goo.gl/XUtWF5EUxYmJG5Gp9
P709,https://maps.app.goo.gl/R9vMuVDiiVYgLBW39
P708,https://maps.app.goo.gl/rELjGXpzNHfM5uxr8
P707,https://maps.app.goo.gl/tVTS7D4HztxmFtcw9
P706,https://maps.app.goo.gl/7c3a6BC6gntvVpo66
P705,"https://www.google.com/maps/place/Vandana+Earls+Court/@12.8942376,77.6368218,13.35z/data=!4m6!3m5!1s0x3bae14a81a0206c9:0x758e0c9fdd18bd63!8m2!3d12.8898847!4d77.6530412!16s%2Fg%2F11b7kg44zg?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D"
P704,https://maps.app.goo.gl/RQsNRV9RQ6QfqzTP6
P703,https://maps.app.goo.gl/UuoqqVFvokdPHYRb8
P702,https://maps.app.goo.gl/hYQnGNKYwhJ745di7
P701,https://maps.app.goo.gl/hYQnGNKYwhJ745di7
P700,https://maps.app.goo.gl/GRsQe8uWzxAYDtrA9
P699,https://maps.app.goo.gl/5NinYnPZi9qZrZQD9
P698,https://maps.app.goo.gl/2bCfLWxyPxT9Gfaf7
P697,"https://www.google.com/maps/place/Purva+Atmosphere/@13.0642683,77.631555,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19cd10cc5161:0x95264b2a77b017e2!8m2!3d13.0642683!4d77.6341299!16s%2Fg%2F11j2xmgkbj?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D"
P696,https://maps.app.goo.gl/NvRjjJzrJHuo65Mr5
P695,"https://www.google.com/maps/place/BANYAN+@+Godrej+Royale+Woods,+by+Manasum+Senior+Living/@13.2251288,77.6868314,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1debc1168da1:0xfb4aff71909a28de!8m2!3d13.2251288!4d77.6894063!16s%2Fg%2F11k9b6n8p3?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D"
P694,https://maps.app.goo.gl/wMVSEXCwsBJrwBPs9
P693,https://maps.app.goo.gl/geEUR4jj8ECwwXXg8
P692,https://maps.app.goo.gl/zCLnq3FdrFWYszYH8
P691,https://maps.app.goo.gl/cxK7cJb19vFBvzhp8
P690,https://maps.app.goo.gl/HBQXgUDFhLXZxeYn7
P689,https://maps.app.goo.gl/VVJoNyKgfkXAwSiDA
P688,https://maps.app.goo.gl/ZzaGhhNVKbQq5vxg7
P687,https://maps.app.goo.gl/9QAyLq8eH2LYoDZTA
P686,https://maps.app.goo.gl/KhtmtxtGw2xUt8CY9
P685,https://maps.app.goo.gl/Ewbrn7gLuqxToHvR9
P684,https://maps.app.goo.gl/zv8D2qtYtbMcteSg8
P683,https://maps.app.goo.gl/41F7baHZcRJWC6Fz5
P682,
P681,https://maps.app.goo.gl/Cf8NgatnHnWzfZFp9
P680,https://maps.app.goo.gl/qGY6kKSmsZL3ctDt9
P679,"https://www.google.com/maps/place/Shriram+Shreyas+Apartments/@13.0726238,77.5758414,13.89z/data=!4m6!3m5!1s0x3bae1805b1799f27:0xb1b34179b2edadfd!8m2!3d13.0651327!4d77.5695806!16s%2Fg%2F11b7ld4qpf?entry=ttu&g_ep=EgoyMDI0MTEwNS4wIKXMDSoASAFQAw%3D%3D"
P678,"https://www.google.com/maps/place/Meridian+Park+@+The+Prestige+City/@12.8756763,77.7784485,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae732d9b02dda7:0x9d1a45520527532f!8m2!3d12.8756763!4d77.7784485!16s%2Fg%2F11rd871qwz?entry=ttu&g_ep=EgoyMDI0MTEwNS4wIKXMDSoASAFQAw%3D%3D"
P677,"https://www.google.com/maps/place/Godrej+United,+Bangalore/@12.9941277,77.702182,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0dfea1947569:0x966bff12398a224a!8m2!3d12.9941277!4d77.7047569!16s%2Fg%2F11c1n9pzd1?entry=ttu&g_ep=EgoyMDI0MTEwNS4wIKXMDSoASAFQAw%3D%3D"
P676,"https://www.google.com/maps/place/Godrej+United,+Bangalore/@12.9941277,77.702182,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0dfea1947569:0x966bff12398a224a!8m2!3d12.9941277!4d77.7047569!16s%2Fg%2F11c1n9pzd1?entry=ttu&g_ep=EgoyMDI0MTEwNS4wIKXMDSoASAFQAw%3D%3D"
P675,"https://www.google.com/maps/place/SOBHA+Windsor/@12.9727246,77.7603326,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0da8088ccce5:0x8f67987bb9084cd0!8m2!3d12.9727246!4d77.7629075!16s%2Fg%2F11h0_pfcly?entry=ttu&g_ep=EgoyMDI0MTEwNS4wIKXMDSoASAFQAw%3D%3D"
P673,https://maps.app.goo.gl/rrBZPVFiYnPjp8Aa7
P672,https://maps.app.goo.gl/WhhgZ3sMMxamFqkB6
P671,https://maps.app.goo.gl/rWzYx4kUcQ3aWWfE7
P669,https://maps.app.goo.gl/UEbwwmqw4jARRec67
P668,https://maps.app.goo.gl/b4FvuWKFtj85TR447
P666,https://maps.app.goo.gl/VQwoM2Xt8ezi16Ya9
P664,https://maps.app.goo.gl/ZXkUHNPxaXspwq9p9
P663,https://maps.app.goo.gl/8gCXvprnphgVQus17
P662,https://maps.app.goo.gl/R32nQJPY9MeaLPVF9
P661,https://maps.app.goo.gl/6vkQvVUbbGjekXe39
P659,https://maps.app.goo.gl/EgEWoxeGL6TsZVn68
P658,https://maps.app.goo.gl/3cjDKaecb9hPAAg79
P657,https://maps.app.goo.gl/EmEVgsbm1iXYahnZA
P656,https://maps.app.goo.gl/gS2t18cW6PLhGwir5
P655,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@13.1532762,77.6839427,12.34z/data=!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D"
P654,"https://www.google.com/maps/place/Nikoo+Homes+4/@13.0787515,77.6410756,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19aced3342d9:0x8c1318a3db7c653!8m2!3d13.0787515!4d77.6410756!16s%2Fg%2F11rzwjz3w3?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D"
P652,"https://www.google.com/maps/place/Bren+Zahara/@12.9017763,77.6703839,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13995d08d7b7:0xee5e81b765434408!8m2!3d12.9017763!4d77.6703839!16s%2Fg%2F11n8887vp5?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D"
P651,"https://www.google.com/maps/place/SNN+Raj+Etternia/@12.8900824,77.6679771,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae134f89b87933:0x1e46728ebafece77!8m2!3d12.8900824!4d77.6679771!16s%2Fg%2F11g6wcwl4r?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D"
P650,"https://www.google.com/maps/place/Prestige+Lakeside+Habitat/@12.9299048,77.740263,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13bc4561d415:0x622bd394bf6af50e!8m2!3d12.9299048!4d77.740263!16s%2Fg%2F11dymm6x5q?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D"
P649,https://drive.google.com/drive/folders/1ODZ7FWYYJP3Bw6IaIxvZtOvxbunvQBoR?usp=sharing
P648,"https://www.google.com/maps/place/Sobha+Royal+Pavilion/@12.8962129,77.6849126,13.88z/data=!4m10!1m2!2m1!1ssobha+royal+pavilion!3m6!1s0x3bae1339bfa58b47:0x4de285ceaca4e6a0!8m2!3d12.8990752!4d77.7060294!15sChRzb2JoYSByb3lhbCBwYXZpbGlvbiIDiAEBkgETY29uZG9taW5pdW1fY29tcGxleOABAA!16s%2Fg%2F11h7k6_fr5?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D"
P647,"https://www.google.com/maps/place/Sobha+HRC+Pristine+(Apartments+in+Jakkur)/@13.0681409,77.6034039,17z/data=!4m10!1m2!2m1!1ssobha+hrc+pristine!3m6!1s0x3bae19ed79615851:0x79132f6ae2b717f2!8m2!3d13.0681409!4d77.6055926!15sChJzb2JoYSBocmMgcHJpc3RpbmUiA4gBAZIBEmFwYXJ0bWVudF9idWlsZGluZ-ABAA!16s%2Fg%2F11gfp74t88?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D"
P646,"https://www.google.com/maps/place/Prestige+Finsbury+Park+Hyde+-+Tower+9/@13.1429262,77.6785487,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1b1913e369bf:0x32f34840d90b0715!8m2!3d13.1429262!4d77.6811236!16s%2Fg%2F11vbds940x?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D"
P645,https://maps.app.goo.gl/T9s9Ym8DJcNbUxDN7
P644,https://maps.app.goo.gl/C2yHB1A9c6k8pEok6
P643,https://maps.app.goo.gl/k4jfm6Z88cR2Gao28
P642,https://maps.app.goo.gl/aQkhJLpgLfP3Yfk26
P641,https://maps.app.goo.gl/xDxqWV5yKGTYxUJPA
P640,"https://www.google.com/maps/place/MANTRI+WEBCITY+PARCEL+1/@13.0701898,77.6459179,15.98z/data=!4m6!3m5!1s0x3bae19b949449807:0xe6d084c5dc972de4!8m2!3d13.0699636!4d77.6490789!16s%2Fg%2F11rhx1rxs4?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D"
P639,"https://www.google.com/maps/place/Brigade+Bricklane/@13.1006617,77.6229487,14.58z/data=!4m6!3m5!1s0x3bae199f8197d1e5:0xbd0df0ce18b8f1db!8m2!3d13.1003883!4d77.6320535!16s%2Fg%2F11gh2vt785?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D"
P638,"https://www.google.com/maps/place/The+Serenity/@13.2005455,77.4725914,12z/data=!4m6!3m5!1s0x3bb1df3a733238a5:0xc80c70b080687a3b!8m2!3d13.2448015!4d77.5517405!16s%2Fg%2F11gxs0hp7j?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D"
P637,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8801946,77.5220726,11.03z/data=!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P636,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8801946,77.5220726,11.03z/data=!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P635,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8801946,77.5220726,11.03z/data=!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P634,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8801946,77.5220726,11.03z/data=!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P633,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8801946,77.5220726,11.03z/data=!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P632,"https://www.google.com/maps/place/Assetz+Canvas+%26+Cove+Phase+1/@12.8969162,77.4799757,11.15z/data=!4m6!3m5!1s0x3bae6b003cc3ef51:0x753d5dc17e7d823!8m2!3d12.8711277!4d77.6347499!16s%2Fg%2F11vyg0g4k1?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P631,"https://www.google.com/maps/place/Assetz+Canvas+%26+Cove+Phase+1/@12.8969162,77.4799757,11.15z/data=!4m6!3m5!1s0x3bae6b003cc3ef51:0x753d5dc17e7d823!8m2!3d12.8711277!4d77.6347499!16s%2Fg%2F11vyg0g4k1?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P630,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881136,77.7204696,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P629,"https://www.google.com/maps/place/Prestige+City+plots/@12.8788315,77.7842338,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae731a11732e83:0xc91c4acd98f3a2be!8m2!3d12.8788315!4d77.7842338!16s%2Fg%2F11s5k2myck?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P628,"https://www.google.com/maps/place/Prestige+City+plots/@12.8788315,77.7842338,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae731a11732e83:0xc91c4acd98f3a2be!8m2!3d12.8788315!4d77.7842338!16s%2Fg%2F11s5k2myck?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P627,"https://www.google.com/maps/place/SOBHA+Sentosa/@12.9403228,77.6799039,12.88z/data=!4m6!3m5!1s0x3bae134b2eeea091:0xac98aee832727ceb!8m2!3d12.9354625!4d77.7244219!16s%2Fg%2F11spwtvr7v?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P626,"https://www.google.com/maps/place/SOBHA+Sentosa/@12.9403228,77.6799039,12.88z/data=!4m6!3m5!1s0x3bae134b2eeea091:0xac98aee832727ceb!8m2!3d12.9354625!4d77.7244219!16s%2Fg%2F11spwtvr7v?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P625,"https://www.google.com/maps/place/GreenNesto+O2/@12.9045274,77.6631052,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1331e46719c7:0x68bb1692ce7d4c59!8m2!3d12.9045274!4d77.6631052!16s%2Fg%2F11qpsfm8tq?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P624,"https://www.google.com/maps/place/SOBHA+Windsor/@12.9727246,77.7603326,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0da8088ccce5:0x8f67987bb9084cd0!8m2!3d12.9727246!4d77.7629075!16s%2Fg%2F11h0_pfcly?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P623,"https://www.google.com/maps/place/SOBHA+Windsor/@12.9727246,77.7603326,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0da8088ccce5:0x8f67987bb9084cd0!8m2!3d12.9727246!4d77.7629075!16s%2Fg%2F11h0_pfcly?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P622,https://maps.app.goo.gl/pJ2F6KLtvK3jbDJs9
P621,https://maps.app.goo.gl/YmpYFR6UPEjUQxEu5
P620,https://maps.app.goo.gl/CUBP7bkXhpreYYyy6
P619,https://maps.app.goo.gl/CUBP7bkXhpreYYyy6
P618,https://maps.app.goo.gl/CUBP7bkXhpreYYyy6
P617,https://maps.app.goo.gl/SxMUbJze7fQyDjKK7
P616,https://maps.app.goo.gl/M4KxUcKvymvCSyRw8
P615,"https://www.google.com/maps/place/Provident+Park+Square/@12.9402748,77.6042458,13.94z/data=!4m6!3m5!1s0x3bae417a8e22df31:0xf75cab391d57204e!8m2!3d12.8636082!4d77.54064!16s%2Fg%2F11twq02ws8?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D"
P614,https://maps.app.goo.gl/7Fz4J2MvvAEwxPvp7
P613,https://maps.app.goo.gl/GRZBarwUGcmtDYpa8
P612,https://maps.app.goo.gl/3KG3JqKZRQK3f3Ch8
P611,https://maps.app.goo.gl/qUd233eP96kiEYeDA
P610,https://maps.app.goo.gl/qUd233eP96kiEYeDA
P609,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8854006,77.7044266,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTAyMy4wIKXMDSoASAFQAw%3D%3D"
P608,"https://www.google.com/maps/place/Abhee+King's+Court/@12.8541849,77.5115038,10z/data=!4m6!3m5!1s0x3bae0d1877eea1e7:0xba37140437921dd9!8m2!3d12.8867896!4d77.7674601!16s%2Fg%2F11twfb6fxc?entry=ttu&g_ep=EgoyMDI0MTAyMy4wIKXMDSoASAFQAw%3D%3D"
P607,"https://www.google.com/maps/place/Abhee+King's+Court/@12.8541849,77.5115038,10z/data=!4m6!3m5!1s0x3bae0d1877eea1e7:0xba37140437921dd9!8m2!3d12.8867896!4d77.7674601!16s%2Fg%2F11twfb6fxc?entry=ttu&g_ep=EgoyMDI0MTAyMy4wIKXMDSoASAFQAw%3D%3D"
P606,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8854006,77.7044266,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTAyMy4wIKXMDSoASAFQAw%3D%3D"
P605,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8854006,77.7044266,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTAyMy4wIKXMDSoASAFQAw%3D%3D"
P604,"https://www.google.com/maps/place/PRESTIGE+SUMMER+FIELDS,+Bhoganhalli,+Bengaluru,+Karnataka+560103/@12.9457955,77.7136296,13z/data=!4m6!3m5!1s0x3bae1301193f794d:0xd3469687700c9e8f!8m2!3d12.9237373!4d77.6976307!16s%2Fg%2F11c43v_z21?entry=ttu&g_ep=EgoyMDI0MTAyMy4wIKXMDSoASAFQAw%3D%3D"
P603,"https://www.google.com/maps/place/Sumadhura+Silver+Ripples,+SUMADHURA+SILVER+RIPPLES,+Whispering+Winds+1st+Cross+Rd,+Nallurhalli,+Whitefield,+Bengaluru,+Karnataka+560066/@12.9757092,77.742858,14.43z/data=!4m6!3m5!1s0x3bae1203ea134a05:0x86d27f0df9e9a261!8m2!3d12.9697907!4d77.7383559!16s%2Fg%2F11bwfxhkkg?entry=ttu&g_ep=EgoyMDI0MTAyMy4wIKXMDSoASAFQAw%3D%3D"
P602,https://maps.app.goo.gl/EFKR1ry5eN9gCvhT7
P601,https://maps.app.goo.gl/hbwkCH3YDEwELpgU6
P600,"https://www.google.com/maps/place/Orchid+Nirvana+-+Goyal+%26+Co+%7C+Hariyana+Group/@13.2349966,77.6064285,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1f6011d26f59:0x91cb42e6c3900a03!8m2!3d13.2349966!4d77.6090034!16s%2Fg%2F11l8g47kvv?entry=ttu&g_ep=EgoyMDI0MTAyMy4wIKXMDSoASAFQAw%3D%3D"
P599,"https://www.google.com/maps/place/Salarpuria+Sattva+Greenage,+Hosur+Rd,+Bommanahalli,+Bengaluru,+Karnataka+560068/@12.8466365,77.8005019,12.17z/data=!4m6!3m5!1s0x3bae14ea971523bd:0x437b9cc1ddf28ce2!8m2!3d12.9024892!4d77.6300534!16s%2Fg%2F1hjggx19c?entry=ttu&g_ep=EgoyMDI0MTAyMy4wIKXMDSoASAFQAw%3D%3D"
P598,"https://www.google.com/maps/place/TVS+Emerald+The+Estate/@12.8466365,77.8005019,12.17z/data=!4m6!3m5!1s0x3bae7541fbe5a3e9:0x435af244cc1c4baf!8m2!3d12.8518316!4d77.8376612!16s%2Fg%2F11v3lj9jh4?entry=ttu&g_ep=EgoyMDI0MTAyMy4wIKXMDSoASAFQAw%3D%3D"
P597,"https://www.google.com/maps/place/Adarsh+Palm+Acres/@13.15714,77.6609286,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1c067f103eab:0x7ccf5e2a267033c3!8m2!3d13.15714!4d77.6635035!16s%2Fg%2F11c1pkbqkf?entry=ttu&g_ep=EgoyMDI0MTAyMy4wIKXMDSoASAFQAw%3D%3D"
P596,https://maps.app.goo.gl/zmDebUTN6XzNut3w6
P595,https://maps.app.goo.gl/9751Yhd3nooL9ujX7
P594,https://maps.app.goo.gl/shSFqX3HaUDnJUXt5
P593,https://maps.app.goo.gl/gsUncH2Z5UbrRqYq7
P592,https://maps.app.goo.gl/2JJbxqswY2bxLvYk6
P591,https://maps.app.goo.gl/iRGbVi3MmGdfH6YN8
P590,https://maps.app.goo.gl/7Fz4J2MvvAEwxPvp7
P589,https://maps.app.goo.gl/cAw3iSK2Jd2tDd68A
P588,https://maps.app.goo.gl/QshuRUTZzhQGVGbP9
P586,https://maps.app.goo.gl/kRBG8ppL2BzQ5AWu6
P585,https://maps.app.goo.gl/z1QbYdP4KEozxtJF9
P584,"https://www.google.com/maps/place/Total+Environment+Tangled+Up+In+The+Green/@13.2633823,77.6826738,17z/data=!3m1!4b1!4m6!3m5!1s0x3bb1e1c316d7e537:0x113ea76360b81973!8m2!3d13.2633823!4d77.6826738!16s%2Fg%2F11v9w3jz67?entry=ttu&g_ep=EgoyMDI0MTAyMi4wIKXMDSoASAFQAw%3D%3D"
P583,https://maps.app.goo.gl/wTzRHw6cFvXhPHieA
P580,https://maps.app.goo.gl/qtrVWtkhQar4yMQ38
P578,https://maps.app.goo.gl/3yT959RYDmpHB8fU8
P577,https://maps.app.goo.gl/7d51MiFojLLFgS127
P576,https://maps.app.goo.gl/2CwZqsuAibEdTrAY6
P575,https://maps.app.goo.gl/UDKj8a7nHeXig8K6A
P574,https://maps.app.goo.gl/UDKj8a7nHeXig8K6A
P573,https://maps.app.goo.gl/yM5gw24uTShcXq3B8
P572,https://maps.app.goo.gl/DfdyGAT1kfwx3W6q8
P571,https://maps.app.goo.gl/a4aEcBdr1u8At26a6
P570,https://maps.app.goo.gl/TAUbgwpMupH13SUK6
P569,https://maps.app.goo.gl/ngZSY93H1J4o2DEx9
P568,https://maps.app.goo.gl/1pkJt7dFW5JpYNUw8
P567,https://maps.app.goo.gl/fLmcVadTHY1FxaPAA
P563,https://maps.app.goo.gl/d4CRumHP3yNsogYb7
P562,https://maps.app.goo.gl/duoZd6Y3XzetVXWRA
P561,
P559,https://maps.app.goo.gl/WqGNwZcX1Mvj1p8C6
P557,https://maps.app.goo.gl/QPzb4Me8reRfYDte6
P554,https://maps.app.goo.gl/zRsLc9fCe8j5otew5
P553,https://maps.app.goo.gl/vKV3YfQKmAMJq68XA
P552,https://maps.app.goo.gl/vCYxDkb6YGrEMMPR6
P550,https://maps.app.goo.gl/yTuM2Wd4PQBWzJUd6
P549,https://maps.app.goo.gl/qRJDaisc4q1FWaSo9
P547,https://maps.app.goo.gl/MG4PJCSppvGBNezk8
P546,https://maps.app.goo.gl/s4ExPRZJivjQfW5BA
P544,https://maps.app.goo.gl/sK6kkt1DGcmmnbst8
P543,https://maps.app.goo.gl/MbFFu3PAFX1dmApb7
P542,https://maps.app.goo.gl/WgFdn8kDFp48z7qv8
P541,https://maps.app.goo.gl/NhwQp1aRBygJQ8PPA
P540,https://maps.app.goo.gl/PSa2X7reoxY3ZEk3A
P538,https://maps.app.goo.gl/XFpvys4oTLuz3Fpq9
P537,https://maps.app.goo.gl/6RouVdnpArgQj7fy5
P536,https://maps.app.goo.gl/6RouVdnpArgQj7fy5
P523,https://maps.app.goo.gl/bA99JS51oo5jJucm8
P522,https://maps.app.goo.gl/MGNQmqXt3ZhmEDGt7
P521,https://maps.app.goo.gl/PnKPsaYQpNzu2FgK9
P520,
P519,https://maps.app.goo.gl/hfDhfn4qyJWhr5Jt8
P518,https://maps.app.goo.gl/3g484FQzxD2FxY917
P517,https://maps.app.goo.gl/BWMoPMooUPSeACdw7
P516,https://maps.app.goo.gl/TQdNW5YcChN8e2rEA
P515,https://maps.app.goo.gl/4C5tJy9G1T5bnFdD8
P514,https://maps.app.goo.gl/1WT7HMFFXPUvFAtb9
P512,https://maps.app.goo.gl/hLmxvXiYuPxB15Qq9
P511,https://maps.app.goo.gl/hLmxvXiYuPxB15Qq9
P510,https://maps.app.goo.gl/bNwvq6NknzMz5zJh6
P509,https://maps.app.goo.gl/XDSGdVmVbYR4SZmR7
P508,https://maps.app.goo.gl/nX8FbHiqD5haTxcAA
P507,https://maps.app.goo.gl/NyntKLqLGUTYWYAk7
P506,https://maps.app.goo.gl/CXB7mdaqCUgzEVRq5
P505,https://maps.app.goo.gl/CXB7mdaqCUgzEVRq5
P504,https://maps.app.goo.gl/DXcytpqoPGS1uAZ9A
P503,https://maps.app.goo.gl/x8f65Yc98tyb1DUC8
P502,https://maps.app.goo.gl/mAPgMiLgtxy7qJnh9
P501,https://maps.app.goo.gl/mAPgMiLgtxy7qJnh9
P500,https://maps.app.goo.gl/tPcsfsrhAxdHYrTH6
P499,https://maps.app.goo.gl/FK14xmcnZt7yJwuu5
P498,https://maps.app.goo.gl/jmPveeWsYqhBqDeN9
P497,https://maps.app.goo.gl/BCVHUjLrhCAQzthx9
P496,https://maps.app.goo.gl/V2ogHQbG2sk7zvMv8
P495,https://maps.app.goo.gl/DXcytpqoPGS1uAZ9A
P494,"https://www.google.com/maps/place/Eden+park+@+The+Prestige+City/@12.8783356,77.771617,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae738473e531e9:0x96c5b1378fd32367!8m2!3d12.8783356!4d77.7741919!16s%2Fg%2F11rjv6f2jt?entry=ttu&g_ep=EgoyMDI0MDkwNC4wIKXMDSoASAFQAw%3D%3D"
P493,https://maps.app.goo.gl/eSWhv5atrutt6a2N7
P492,https://maps.app.goo.gl/BCVHUjLrhCAQzthx9
P491,https://maps.app.goo.gl/BCVHUjLrhCAQzthx9
P490,https://maps.app.goo.gl/V4h89cKFGkaCmFYn7
P489,https://maps.app.goo.gl/56vhhDxucBk97sa26
P488,"https://www.google.com/maps/place/Prestige+Lakeside+Habitat/@12.9298473,77.7375252,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13bc4561d415:0x622bd394bf6af50e!8m2!3d12.9298473!4d77.7401001!16s%2Fg%2F11dymm6x5q?entry=ttu"
P487,https://maps.app.goo.gl/SaVWFXUBr3qHS6TE9
