Property ID,Map Location,Latitude,Longitude
P792,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881136,77.7178947,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D",12.9881136,77.7178947
P791,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881136,77.7178947,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D",12.9881136,77.7178947
P790,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881136,77.7178947,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D",12.9881136,77.7178947
P789,https://maps.app.goo.gl/vpvotbgmzwMBTDiY9,12.9344677,77.7368362
P788,https://maps.app.goo.gl/4b7WhHZvebELdtfY7,13.011055,77.6170177
P787,https://maps.app.goo.gl/1BoywQCKJNjjQxds7,13.0719659,77.7858196
P786,https://maps.app.goo.gl/xRAMqJbhBKcTHwJAA,13.0452992,77.5670632
P785,https://maps.app.goo.gl/JPzLywXkNrKZdXeX7,12.9725802,77.7444357
P784,https://maps.app.goo.gl/Xv66UnsC3xCQ6xpL7,12.9817683,77.5635013
P783,https://maps.app.goo.gl/7VjCUcUZsuW7L5ra6,12.9757595,77.7409461
P782,https://maps.app.goo.gl/YRYKhS98FAH9YEFy8,12.8788125,77.5098443
P781,https://maps.app.goo.gl/YRYKhS98FAH9YEFy8,12.8788125,77.5098443
P780,https://maps.app.goo.gl/YRYKhS98FAH9YEFy8,12.8788125,77.5098443
P779,https://maps.app.goo.gl/YRYKhS98FAH9YEFy8,12.8788125,77.5098443
P778,https://maps.app.goo.gl/YRYKhS98FAH9YEFy8,12.8788125,77.5098443
P777,https://maps.app.goo.gl/1NREGPNpeqWvub4F9,12.9949687,77.7465584
P776,https://maps.app.goo.gl/kWRxYaWoYbaAP1ReA,12.9887672,77.6825238
P775,https://maps.app.goo.gl/uNHe6RDt2FEZHhu76,12.921152,77.6353448
P774,https://maps.app.goo.gl/RjsxhStuNHFurZ4z5,12.9299048,77.740263
P773,https://maps.app.goo.gl/VqkJv4xpdSX9tr8Y6,12.8783408,77.7716223
P772,https://maps.app.goo.gl/y2mk13FGG7hzYbv77,13.0724867,77.5665958
P771,https://maps.app.goo.gl/7szpLkzxz6kuatV98,12.9191421,77.6633485
P770,https://maps.app.goo.gl/KgJqm3GhXj1dN2dz7,12.9309244,77.6407186
P769,https://maps.app.goo.gl/CZB4q4yxKYEUzrRE7,12.9573959,77.5487258
P768,https://maps.app.goo.gl/8S3svvpFYvkLdzn69,12.9079074,77.6856487
P767,https://maps.app.goo.gl/dgJBM42zzAqtrfzg6,12.9247924,77.6049146
P766,,,
P765,,,
P764,https://maps.app.goo.gl/yw6mB2ZfKSS8UUuq7,13.26105,77.4819628
P763,https://maps.app.goo.gl/6iRCmBw12jCEXT428,13.1125837,77.5000818
P762,https://maps.app.goo.gl/6iRCmBw12jCEXT428,13.1125837,77.5000818
P761,https://maps.app.goo.gl/GTx5r8gbwK44sMGJ6,12.9218027,77.5997587
P760,https://maps.app.goo.gl/ShaRWgk87TmdwJxm6,13.208974,77.5411485
P759,https://maps.app.goo.gl/N4hvsst4PxgRtuma9,13.1183119,77.5990641
P758,https://maps.app.goo.gl/Bi6cdLKhZ7q7Rdwb7,12.90695,77.5684083
P757,https://maps.app.goo.gl/BWRCrs7PhBHRjbni7,12.8533622,77.7287704
P756,https://maps.app.goo.gl/dxaAgZsQyCz51WCv8,12.9193152,77.6137963
P755,https://maps.app.goo.gl/fpkne3pguTQvkkXT8,12.8998952,77.6931952
P754,https://maps.app.goo.gl/DESpzqYniefodMpN8,13.0276246,77.6078322
P753,https://maps.app.goo.gl/6iCAoFVSUe1DjCjC6,12.9663555,77.5536249
P752,https://maps.app.goo.gl/zmVm4ssHvXvd3sUE7,13.0587065,77.5457908
P751,https://maps.app.goo.gl/4bGpWxMax2PesptS8,12.9033446,77.6035767
P750,https://maps.app.goo.gl/x8jNsTrf3DwwKAYf6,,
P749,https://maps.app.goo.gl/pKwq7FMdaY4kTcYr8,12.9102363,77.5971492
P748,https://maps.app.goo.gl/pF35oUiuuLPvM6Gd7,13.0759115,77.6073036
P747,"https://www.google.com/maps/place/Tumkur+Rd,+Karnataka/@13.1474355,77.3007137,13.37z/data=!4m6!3m5!1s0x3bae3d6fdcd01779:0x58836d6c399cc517!8m2!3d13.1577019!4d77.3263878!16s%2Fg%2F1v46yt4h?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D",13.1474355,77.3007137
P746,"https://www.google.com/maps/place/Assetz+Marq/@13.0244172,77.7619875,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f2e4cd147c9:0x9ef127860c74ba1e!8m2!3d13.0244172!4d77.7619875!16s%2Fg%2F11c6rh3nw_?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D",13.0244172,77.7619875
P745,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8854006,77.7018517,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D",12.8854006,77.7018517
P744,https://maps.app.goo.gl/eHgXrMXPEN3gQ9Wf8,12.990976,77.7131459
P743,https://maps.app.goo.gl/hwpZqrH5Kr34sibr6,13.0986671,77.6248204
P742,https://maps.app.goo.gl/SBQFuq7TLcYDTYvC7,19.6999455,61.1025714
P741,https://maps.app.goo.gl/t8zMoTnRTfXCBCu4A,19.6999455,61.1025714
P740,https://maps.app.goo.gl/A1fxfqRQZCcHi6ph9,12.8673885,77.5204527
P739,https://maps.app.goo.gl/De9sRZ2cewpKXwHVA,13.0501433,77.590472
P738,https://maps.app.goo.gl/N1P2kpoNje5vUp4Q7,12.8408624,77.7818027
P737,https://maps.app.goo.gl/3vnnYpp8pYtDFmhc7,13.0138034,77.5486094
P736,https://maps.app.goo.gl/Y3c75p7GnQNNByaNA,13.3096824,77.6887351
P735,https://maps.app.goo.gl/Y3c75p7GnQNNByaNA,13.3096824,77.6887351
P734,https://maps.app.goo.gl/m7veCx5CHpJUis9X6,12.8780087,77.7669365
P733,https://maps.app.goo.gl/cqBtY2E4gJnWDaMU7,12.9849721,77.7525529
P732,https://maps.app.goo.gl/tEzVfro3aU7imBbSA,13.0692199,77.6880705
P731,https://maps.app.goo.gl/tEzVfro3aU7imBbSA,13.0692199,77.6880705
P730,https://maps.app.goo.gl/NFYomc6CK76KXFx88,13.103966,77.6025324
P729,https://maps.app.goo.gl/XxniZrKzuhMjanLq8,12.8902997,77.6331865
P728,https://maps.app.goo.gl/C8a76S1UrHbroi4m9,12.8756763,77.7784485
P727,https://maps.app.goo.gl/9Hik4X6o34SUq14U8,12.9122421,77.4890355
P725,https://maps.app.goo.gl/5foQbKhj37oF4P256,12.8818474,77.6873207
P724,https://maps.app.goo.gl/FXbxveqdVwuQBfAc6,12.881874,77.6861524
P723,https://maps.app.goo.gl/W6Krwe27qEwBhLyn8,13.0860734,77.621154
P722,https://maps.app.goo.gl/4Gur2fwa3jJ6vGrk7,12.8935254,77.7022797
P721,https://maps.app.goo.gl/kGqWnLXtaw8Mkq849,13.0244172,77.7578676
P720,https://maps.app.goo.gl/Y1aLLLTazgeLRmL77,13.0117106,77.7418133
P719,https://maps.app.goo.gl/iCmzBYKrfkUj1pLH6,12.9345707,77.7437317
P718,https://maps.app.goo.gl/JncZ6kDLTzkpcvkKA,12.8756763,77.7758736
P717,https://maps.app.goo.gl/LqzBSdACDhC6eF7r7,12.8266906,77.7166517
P716,https://maps.app.goo.gl/4Gur2fwa3jJ6vGrk7,12.8935254,77.7022797
P715,https://maps.app.goo.gl/dnqQS2cz2P1wCL3G6,13.1999433,77.5794017
P714,https://maps.app.goo.gl/56NZkbR1mGS6y65W6,12.7868512,77.7416841
P713,https://maps.app.goo.gl/rn7PFDeDiyESZbsb9,12.9344625,77.7368362
P712,https://maps.app.goo.gl/HLzCAfwBP2WZoY7X7,13.0642683,77.631555
P711,https://maps.app.goo.gl/rn7PFDeDiyESZbsb9,12.9344625,77.7368362
P710,https://maps.app.goo.gl/XUtWF5EUxYmJG5Gp9,12.885805,77.7646671
P709,https://maps.app.goo.gl/R9vMuVDiiVYgLBW39,13.1089993,77.6535175
P708,https://maps.app.goo.gl/rELjGXpzNHfM5uxr8,12.934593,77.7009148
P707,https://maps.app.goo.gl/tVTS7D4HztxmFtcw9,13.0793921,77.6593525
P706,https://maps.app.goo.gl/7c3a6BC6gntvVpo66,13.0463135,77.5000612
P705,"https://www.google.com/maps/place/Vandana+Earls+Court/@12.8942376,77.6368218,13.35z/data=!4m6!3m5!1s0x3bae14a81a0206c9:0x758e0c9fdd18bd63!8m2!3d12.8898847!4d77.6530412!16s%2Fg%2F11b7kg44zg?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",12.8942376,77.6368218
P704,https://maps.app.goo.gl/RQsNRV9RQ6QfqzTP6,12.9422312,77.5512102
P703,https://maps.app.goo.gl/UuoqqVFvokdPHYRb8,12.976604,77.5545481
P702,https://maps.app.goo.gl/hYQnGNKYwhJ745di7,12.9204588,77.5345104
P701,https://maps.app.goo.gl/hYQnGNKYwhJ745di7,12.9204588,77.5345104
P700,https://maps.app.goo.gl/GRsQe8uWzxAYDtrA9,12.9675739,77.748834
P699,https://maps.app.goo.gl/5NinYnPZi9qZrZQD9,13.2214569,77.6751346
P698,https://maps.app.goo.gl/2bCfLWxyPxT9Gfaf7,13.2368798,77.7209433
P697,"https://www.google.com/maps/place/Purva+Atmosphere/@13.0642683,77.631555,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19cd10cc5161:0x95264b2a77b017e2!8m2!3d13.0642683!4d77.6341299!16s%2Fg%2F11j2xmgkbj?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",13.0642683,77.631555
P696,https://maps.app.goo.gl/NvRjjJzrJHuo65Mr5,12.9495421,77.5740665
P695,"https://www.google.com/maps/place/BANYAN+@+Godrej+Royale+Woods,+by+Manasum+Senior+Living/@13.2251288,77.6868314,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1debc1168da1:0xfb4aff71909a28de!8m2!3d13.2251288!4d77.6894063!16s%2Fg%2F11k9b6n8p3?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",13.2251288,77.6868314
P694,https://maps.app.goo.gl/wMVSEXCwsBJrwBPs9,12.9393355,77.323014
P693,https://maps.app.goo.gl/geEUR4jj8ECwwXXg8,12.8783356,77.771617
P692,https://maps.app.goo.gl/zCLnq3FdrFWYszYH8,12.9299048,77.740263
P691,https://maps.app.goo.gl/cxK7cJb19vFBvzhp8,12.9348513,77.6098379
P690,https://maps.app.goo.gl/HBQXgUDFhLXZxeYn7,13.0851852,77.6373131
P689,https://maps.app.goo.gl/VVJoNyKgfkXAwSiDA,12.9234334,77.5474665
P688,https://maps.app.goo.gl/ZzaGhhNVKbQq5vxg7,13.07248,77.8061421
P687,https://maps.app.goo.gl/9QAyLq8eH2LYoDZTA,12.9060151,77.6420063
P686,https://maps.app.goo.gl/KhtmtxtGw2xUt8CY9,12.9242424,77.5565858
P685,https://maps.app.goo.gl/Ewbrn7gLuqxToHvR9,12.9170541,77.6727541
P684,https://maps.app.goo.gl/zv8D2qtYtbMcteSg8,12.9170541,77.6727541
P683,https://maps.app.goo.gl/41F7baHZcRJWC6Fz5,12.97136,77.766646
P682,,,
P681,https://maps.app.goo.gl/Cf8NgatnHnWzfZFp9,12.8560205,77.7997668
P680,https://maps.app.goo.gl/qGY6kKSmsZL3ctDt9,12.9386952,77.7128666
P679,"https://www.google.com/maps/place/Shriram+Shreyas+Apartments/@13.0726238,77.5758414,13.89z/data=!4m6!3m5!1s0x3bae1805b1799f27:0xb1b34179b2edadfd!8m2!3d13.0651327!4d77.5695806!16s%2Fg%2F11b7ld4qpf?entry=ttu&g_ep=EgoyMDI0MTEwNS4wIKXMDSoASAFQAw%3D%3D",13.0726238,77.5758414
P678,"https://www.google.com/maps/place/Meridian+Park+@+The+Prestige+City/@12.8756763,77.7784485,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae732d9b02dda7:0x9d1a45520527532f!8m2!3d12.8756763!4d77.7784485!16s%2Fg%2F11rd871qwz?entry=ttu&g_ep=EgoyMDI0MTEwNS4wIKXMDSoASAFQAw%3D%3D",12.8756763,77.7784485
P677,"https://www.google.com/maps/place/Godrej+United,+Bangalore/@12.9941277,77.702182,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0dfea1947569:0x966bff12398a224a!8m2!3d12.9941277!4d77.7047569!16s%2Fg%2F11c1n9pzd1?entry=ttu&g_ep=EgoyMDI0MTEwNS4wIKXMDSoASAFQAw%3D%3D",12.9941277,77.702182
P676,"https://www.google.com/maps/place/Godrej+United,+Bangalore/@12.9941277,77.702182,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0dfea1947569:0x966bff12398a224a!8m2!3d12.9941277!4d77.7047569!16s%2Fg%2F11c1n9pzd1?entry=ttu&g_ep=EgoyMDI0MTEwNS4wIKXMDSoASAFQAw%3D%3D",12.9941277,77.702182
P675,"https://www.google.com/maps/place/SOBHA+Windsor/@12.9727246,77.7603326,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0da8088ccce5:0x8f67987bb9084cd0!8m2!3d12.9727246!4d77.7629075!16s%2Fg%2F11h0_pfcly?entry=ttu&g_ep=EgoyMDI0MTEwNS4wIKXMDSoASAFQAw%3D%3D",12.9727246,77.7603326
P673,https://maps.app.goo.gl/rrBZPVFiYnPjp8Aa7,12.943176,77.5771043
P672,https://maps.app.goo.gl/WhhgZ3sMMxamFqkB6,12.943176,77.5771043
P671,https://maps.app.goo.gl/rWzYx4kUcQ3aWWfE7,12.8591335,77.5641626
P669,https://maps.app.goo.gl/UEbwwmqw4jARRec67,13.0024327,77.6158578
P668,https://maps.app.goo.gl/b4FvuWKFtj85TR447,12.9624518,77.5246793
P666,https://maps.app.goo.gl/VQwoM2Xt8ezi16Ya9,13.0178154,77.6634064
P664,https://maps.app.goo.gl/ZXkUHNPxaXspwq9p9,13.0809606,77.6360437
P663,https://maps.app.goo.gl/8gCXvprnphgVQus17,13.0850024,77.6423334
P662,https://maps.app.goo.gl/R32nQJPY9MeaLPVF9,12.9345707,77.7411568
P661,https://maps.app.goo.gl/6vkQvVUbbGjekXe39,13.1475287,77.6776159
P659,https://maps.app.goo.gl/EgEWoxeGL6TsZVn68,12.9831755,77.7517355
P658,https://maps.app.goo.gl/3cjDKaecb9hPAAg79,13.0683956,77.5892184
P657,https://maps.app.goo.gl/EmEVgsbm1iXYahnZA,12.8428035,77.5654674
P656,https://maps.app.goo.gl/gS2t18cW6PLhGwir5,12.8511715,77.6018488
P655,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@13.1532762,77.6839427,12.34z/data=!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D",13.1532762,77.6839427
P654,"https://www.google.com/maps/place/Nikoo+Homes+4/@13.0787515,77.6410756,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19aced3342d9:0x8c1318a3db7c653!8m2!3d13.0787515!4d77.6410756!16s%2Fg%2F11rzwjz3w3?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D",13.0787515,77.6410756
P652,"https://www.google.com/maps/place/Bren+Zahara/@12.9017763,77.6703839,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13995d08d7b7:0xee5e81b765434408!8m2!3d12.9017763!4d77.6703839!16s%2Fg%2F11n8887vp5?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D",12.9017763,77.6703839
P651,"https://www.google.com/maps/place/SNN+Raj+Etternia/@12.8900824,77.6679771,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae134f89b87933:0x1e46728ebafece77!8m2!3d12.8900824!4d77.6679771!16s%2Fg%2F11g6wcwl4r?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D",12.8900824,77.6679771
P650,"https://www.google.com/maps/place/Prestige+Lakeside+Habitat/@12.9299048,77.740263,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13bc4561d415:0x622bd394bf6af50e!8m2!3d12.9299048!4d77.740263!16s%2Fg%2F11dymm6x5q?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D",12.9299048,77.740263
P649,https://drive.google.com/drive/folders/1ODZ7FWYYJP3Bw6IaIxvZtOvxbunvQBoR?usp=sharing,,
P648,"https://www.google.com/maps/place/Sobha+Royal+Pavilion/@12.8962129,77.6849126,13.88z/data=!4m10!1m2!2m1!1ssobha+royal+pavilion!3m6!1s0x3bae1339bfa58b47:0x4de285ceaca4e6a0!8m2!3d12.8990752!4d77.7060294!15sChRzb2JoYSByb3lhbCBwYXZpbGlvbiIDiAEBkgETY29uZG9taW5pdW1fY29tcGxleOABAA!16s%2Fg%2F11h7k6_fr5?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D",12.8962129,77.6849126
P647,"https://www.google.com/maps/place/Sobha+HRC+Pristine+(Apartments+in+Jakkur)/@13.0681409,77.6034039,17z/data=!4m10!1m2!2m1!1ssobha+hrc+pristine!3m6!1s0x3bae19ed79615851:0x79132f6ae2b717f2!8m2!3d13.0681409!4d77.6055926!15sChJzb2JoYSBocmMgcHJpc3RpbmUiA4gBAZIBEmFwYXJ0bWVudF9idWlsZGluZ-ABAA!16s%2Fg%2F11gfp74t88?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D",13.0681409,77.6034039
P646,"https://www.google.com/maps/place/Prestige+Finsbury+Park+Hyde+-+Tower+9/@13.1429262,77.6785487,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1b1913e369bf:0x32f34840d90b0715!8m2!3d13.1429262!4d77.6811236!16s%2Fg%2F11vbds940x?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D",13.1429262,77.6785487
P645,https://maps.app.goo.gl/T9s9Ym8DJcNbUxDN7,13.082625,77.6575407
P644,https://maps.app.goo.gl/C2yHB1A9c6k8pEok6,12.9901914,77.7140333
P643,https://maps.app.goo.gl/k4jfm6Z88cR2Gao28,12.9727246,77.7090648
P642,https://maps.app.goo.gl/aQkhJLpgLfP3Yfk26,13.2349966,77.4771675
P641,https://maps.app.goo.gl/xDxqWV5yKGTYxUJPA,12.977878,77.5814499
P640,"https://www.google.com/maps/place/MANTRI+WEBCITY+PARCEL+1/@13.0701898,77.6459179,15.98z/data=!4m6!3m5!1s0x3bae19b949449807:0xe6d084c5dc972de4!8m2!3d13.0699636!4d77.6490789!16s%2Fg%2F11rhx1rxs4?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D",13.0701898,77.6459179
P639,"https://www.google.com/maps/place/Brigade+Bricklane/@13.1006617,77.6229487,14.58z/data=!4m6!3m5!1s0x3bae199f8197d1e5:0xbd0df0ce18b8f1db!8m2!3d13.1003883!4d77.6320535!16s%2Fg%2F11gh2vt785?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D",13.1006617,77.6229487
P638,"https://www.google.com/maps/place/The+Serenity/@13.2005455,77.4725914,12z/data=!4m6!3m5!1s0x3bb1df3a733238a5:0xc80c70b080687a3b!8m2!3d13.2448015!4d77.5517405!16s%2Fg%2F11gxs0hp7j?entry=ttu&g_ep=EgoyMDI0MTAyOS4wIKXMDSoASAFQAw%3D%3D",13.2005455,77.4725914
P637,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8801946,77.5220726,11.03z/data=!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.8801946,77.5220726
P636,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8801946,77.5220726,11.03z/data=!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.8801946,77.5220726
P635,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8801946,77.5220726,11.03z/data=!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.8801946,77.5220726
P634,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8801946,77.5220726,11.03z/data=!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.8801946,77.5220726
P633,"https://www.google.com/maps/place/Assetz+63+Degree+East/@12.8801946,77.5220726,11.03z/data=!4m6!3m5!1s0x3bae132e85f35b87:0xdaa2ef4ff50b8d2f!8m2!3d12.8854006!4d77.7044266!16s%2Fg%2F11g1drl9k7?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.8801946,77.5220726
P632,"https://www.google.com/maps/place/Assetz+Canvas+%26+Cove+Phase+1/@12.8969162,77.4799757,11.15z/data=!4m6!3m5!1s0x3bae6b003cc3ef51:0x753d5dc17e7d823!8m2!3d12.8711277!4d77.6347499!16s%2Fg%2F11vyg0g4k1?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.8969162,77.4799757
P631,"https://www.google.com/maps/place/Assetz+Canvas+%26+Cove+Phase+1/@12.8969162,77.4799757,11.15z/data=!4m6!3m5!1s0x3bae6b003cc3ef51:0x753d5dc17e7d823!8m2!3d12.8711277!4d77.6347499!16s%2Fg%2F11vyg0g4k1?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.8969162,77.4799757
P630,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881136,77.7204696,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.9881136,77.7204696
P629,"https://www.google.com/maps/place/Prestige+City+plots/@12.8788315,77.7842338,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae731a11732e83:0xc91c4acd98f3a2be!8m2!3d12.8788315!4d77.7842338!16s%2Fg%2F11s5k2myck?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.8788315,77.7842338
P628,"https://www.google.com/maps/place/Prestige+City+plots/@12.8788315,77.7842338,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae731a11732e83:0xc91c4acd98f3a2be!8m2!3d12.8788315!4d77.7842338!16s%2Fg%2F11s5k2myck?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.8788315,77.7842338
P627,"https://www.google.com/maps/place/SOBHA+Sentosa/@12.9403228,77.6799039,12.88z/data=!4m6!3m5!1s0x3bae134b2eeea091:0xac98aee832727ceb!8m2!3d12.9354625!4d77.7244219!16s%2Fg%2F11spwtvr7v?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.9403228,77.6799039
P626,"https://www.google.com/maps/place/SOBHA+Sentosa/@12.9403228,77.6799039,12.88z/data=!4m6!3m5!1s0x3bae134b2eeea091:0xac98aee832727ceb!8m2!3d12.9354625!4d77.7244219!16s%2Fg%2F11spwtvr7v?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.9403228,77.6799039
P625,"https://www.google.com/maps/place/GreenNesto+O2/@12.9045274,77.6631052,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1331e46719c7:0x68bb1692ce7d4c59!8m2!3d12.9045274!4d77.6631052!16s%2Fg%2F11qpsfm8tq?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.9045274,77.6631052
P624,"https://www.google.com/maps/place/SOBHA+Windsor/@12.9727246,77.7603326,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0da8088ccce5:0x8f67987bb9084cd0!8m2!3d12.9727246!4d77.7629075!16s%2Fg%2F11h0_pfcly?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.9727246,77.7603326
P623,"https://www.google.com/maps/place/SOBHA+Windsor/@12.9727246,77.7603326,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0da8088ccce5:0x8f67987bb9084cd0!8m2!3d12.9727246!4d77.7629075!16s%2Fg%2F11h0_pfcly?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.9727246,77.7603326
P622,https://maps.app.goo.gl/pJ2F6KLtvK3jbDJs9,13.0956323,77.6108132
P621,https://maps.app.goo.gl/YmpYFR6UPEjUQxEu5,13.0956323,77.6108132
P620,https://maps.app.goo.gl/CUBP7bkXhpreYYyy6,13.0860734,77.619609
P619,https://maps.app.goo.gl/CUBP7bkXhpreYYyy6,13.0860734,77.619609
P618,https://maps.app.goo.gl/CUBP7bkXhpreYYyy6,13.0860734,77.619609
P617,https://maps.app.goo.gl/SxMUbJze7fQyDjKK7,12.9931116,77.8036136
P616,https://maps.app.goo.gl/M4KxUcKvymvCSyRw8,13.0292032,77.6624725
P615,"https://www.google.com/maps/place/Provident+Park+Square/@12.9402748,77.6042458,13.94z/data=!4m6!3m5!1s0x3bae417a8e22df31:0xf75cab391d57204e!8m2!3d12.8636082!4d77.54064!16s%2Fg%2F11twq02ws8?entry=ttu&g_ep=EgoyMDI0MTAyNy4wIKXMDSoASAFQAw%3D%3D",12.9402748,77.6042458
P614,https://maps.app.goo.gl/7Fz4J2MvvAEwxPvp7,13.0831197,77.6371984
P613,https://maps.app.goo.gl/GRZBarwUGcmtDYpa8,12.9214088,77.5685691
P612,https://maps.app.goo.gl/3KG3JqKZRQK3f3Ch8,12.9214088,77.5685691
