Property ID,Map Location,Latitude,Longitude
P922,"https://www.google.com/maps/place/Sterling+Villa+Grande/@13.0113086,77.757041,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f7730770369:0xf1308a2b4e2200eb!8m2!3d13.0113086!4d77.7596159!16s%2Fg%2F11g1lmdhp3?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",13.0113086,77.757041
P921,"https://www.google.com/maps/place/Purva+Parkridge/@12.995696,77.6276691,12z/data=!4m6!3m5!1s0x3bae11769448ed95:0x11dc79186fef30cf!8m2!3d12.987843!4d77.6951219!16s%2Fg%2F1wt3lvbh?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",12.995696,77.6276691
P919,"https://www.google.com/maps/place/Vaswani+Pinnacle/@12.9672608,77.7501224,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0df96316e921:0x902279ac5a00e6!8m2!3d12.9672608!4d77.7501224!16s%2Fg%2F1hhj3kvvs?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",12.9672608,77.7501224
P918,"https://www.google.com/maps/place/Sobha+Adamus/@13.005762,77.6121638,11.06z/data=!4m6!3m5!1s0x3bae0fcf5817d5e7:0xf494de6b0b2d70aa!8m2!3d13.031605!4d77.7619317!16s%2Fg%2F11df816dsk?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",13.005762,77.6121638
P917,"https://www.google.com/maps/place/Sobha+Lifestyle+Legacy/@13.2320119,77.6744495,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1ded98c0a457:0xafae18a5fd0549e7!8m2!3d13.2320119!4d77.6744495!16s%2Fg%2F11bzq2nffn?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",13.2320119,77.6744495
P916,"https://www.google.com/maps/place/Prestige+White+Meadows/@12.9746903,77.7508493,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0e075e402bb3:0xd81374e18fa7a9a7!8m2!3d12.9746903!4d77.7508493!16s%2Fg%2F11c1p2k_4j?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",12.9746903,77.7508493
P915,"https://www.google.com/maps/place/Adarsh+Sanctuary/@12.8817459,77.7004886,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1363a78b4889:0xac860261de811890!8m2!3d12.8817459!4d77.7030635!16s%2Fg%2F11jcs49zqc?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",12.8817459,77.7004886
P914,"https://www.google.com/maps/place/HEBRON+ENCLAVE,+Margondanahalli,+Bengaluru,+Karnataka+560049/@13.0308849,77.6996965,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae105879e048a7:0x2f93bf388decf6b4!8m2!3d13.0305387!4d77.6997775!16s%2Fg%2F11j36d9p31?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",13.0308849,77.6996965
P913,"https://www.google.com/maps/place/Geown+Lawnsway/@12.931335,77.7049868,12.5z/data=!4m6!3m5!1s0x3bae0d6574e1d1c3:0xb5d420898f202ddd!8m2!3d12.914847!4d77.755937!16s%2Fg%2F1hhvsy363?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",12.931335,77.7049868
P912,"https://www.google.com/maps/place/Hosa+Road,+Parappana+Agrahara,+Bengaluru,+Karnataka/@12.8710902,77.6558725,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6ca84de2fcd3:0xf0aef0d97aee343c!8m2!3d12.8705558!4d77.6557601!16s%2Fg%2F11b5qs1rfs?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",12.8710902,77.6558725
P911,"https://www.google.com/maps/place/Janaadhar+Shubha+Phase+2/@12.7629423,77.7701688,12.29z/data=!4m6!3m5!1s0x3bae6f2322a60297:0x28f4cccd96a1d18!8m2!3d12.7379637!4d77.7347329!16s%2Fg%2F11j6ylx65p?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",12.7629423,77.7701688
P910,https://maps.app.goo.gl/XYk3yYAEDF2bBrbK9,13.0307903,77.5108149
P909,"https://www.google.com/maps/place/Yelahanka,+Bengaluru,+Karnataka/@13.1183119,77.5990641,14z/data=!3m1!4b1!4m6!3m5!1s0x3bae1856f737d2d5:0xbef78d20185d942f!8m2!3d13.1154662!4d77.6069977!16zL20vMDhocmpm?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",13.1183119,77.5990641
P908,https://maps.app.goo.gl/6hro7ABbrci9itCC6,12.869206,77.6065957
P907,https://maps.app.goo.gl/buEWdbz1UULCf3CXA,13.2246838,77.482536
P906,"https://www.google.com/maps/place/ADITHYA+RICA+APARTMENT/@12.9521199,77.7586505,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0dfd4d7deb7b:0xe2cff4075fbba2c3!8m2!3d12.9521199!4d77.7586505!16s%2Fg%2F11s1wgzmbs?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",12.9521199,77.7586505
P905,,,
P904,"https://www.google.com/maps/place/SOBHA+Dream+Gardens+(Residential+Apartments+in+Thanisandra)/@13.0886006,77.6168576,13.81z/data=!4m6!3m5!1s0x3bae19261265aa95:0xcc6de8ac0fc6561f!8m2!3d13.0986671!4d77.6412999!16s%2Fg%2F11f7760crx?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",13.0886006,77.6168576
P903,https://maps.app.goo.gl/RsgUqRaztibq9L646,12.966584,77.6028303
P902,"https://www.google.com/maps/place/Homedale+Apartment/@12.9714875,77.4962633,11.22z/data=!4m6!3m5!1s0x3bae17eb1f9b5ff9:0x4bb9401dfb6fdaf8!8m2!3d12.9937507!4d77.6249595!16s%2Fg%2F11j661xqjl?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",12.9714875,77.4962633
P901,https://maps.app.goo.gl/9JwcUD5WBqBHPYPj6,13.0025565,77.5604925
P900,"https://www.google.com/maps/place/Griha+Srishti/@13.0817705,77.6225291,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19bf559db89b:0xa00318e7f5117bf3!8m2!3d13.0817705!4d77.625104!16s%2Fg%2F11q2ykd_47?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",13.0817705,77.6225291
P899,https://maps.app.goo.gl/VJu2FJzsDkDEiwhe6,13.0881194,77.5868951
P898,https://maps.app.goo.gl/H98teVKBw89mcDkq7,13.0255005,77.4849827
P897,https://maps.app.goo.gl/tB6KrxFkpwk7aUU86,13.0656376,77.6272673
P896,https://maps.app.goo.gl/r23DfSQ6RSJL3LvM7,12.9872085,77.640309
P895,https://maps.app.goo.gl/XfeWqzBVPcPhvN4m8,12.8747895,77.6200133
P894,https://maps.app.goo.gl/8mgvwKVC4gSDNZdt5,12.941025,77.5523975
P893,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8,13.1123688,77.656277
P892,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8,13.1123688,77.656277
P891,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8,13.1123688,77.656277
P890,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8,13.1123688,77.656277
P889,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8,13.1123688,77.656277
P888,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8,13.1123688,77.656277
P887,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8,13.1123688,77.656277
P886,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8,13.1123688,77.656277
P885,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8,13.1123688,77.656277
P884,https://maps.app.goo.gl/Ya9PnAVw3rRTgUFC8,13.1123688,77.656277
P883,https://maps.app.goo.gl/iRNX2doxiL8ca3Z38,13.0068494,77.5119245
P882,https://maps.app.goo.gl/iRNX2doxiL8ca3Z38,13.0068494,77.5119245
P881,https://maps.app.goo.gl/iRNX2doxiL8ca3Z38,13.0068494,77.5119245
P880,"https://www.google.com/maps/place/Okalipuram,+Srirampura,+Bengaluru,+Karnataka/@12.9743084,77.5615768,10.99z/data=!4m6!3m5!1s0x3bae161e8fd5a9cd:0x9001d89f92e54b28!8m2!3d12.9834507!4d77.5655242!16s%2Fg%2F1vcq6106?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",12.9743084,77.5615768
P879,"https://www.google.com/maps/place/RT+Nagar,+Bengaluru,+Karnataka+560032/@12.9743084,77.5615768,10.99z/data=!4m6!3m5!1s0x3bae17bac2a140d9:0x1fe7e4cfffb7e346!8m2!3d13.0247291!4d77.5947532!16s%2Fm%2F0269hss?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",12.9743084,77.5615768
P878,"https://www.google.com/maps/place/RT+Nagar,+Bengaluru,+Karnataka+560032/@12.9743084,77.5615768,10.99z/data=!4m6!3m5!1s0x3bae17bac2a140d9:0x1fe7e4cfffb7e346!8m2!3d13.0247291!4d77.5947532!16s%2Fm%2F0269hss?entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",12.9743084,77.5615768
P877,"https://www.google.com/maps/place/Gopalan+Olympia,+GOPALAN+OLYMPIA,+Kumbalagodu-Gollahalli+Rd,+Bengaluru,+Karnataka+560060/@12.8761536,77.447412,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae38a22d6e10cb:0x4b9602a97c884931!8m2!3d12.8761536!4d77.4499869!16s%2Fg%2F11bxjbr5gb?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",12.8761536,77.447412
P876,https://maps.app.goo.gl/SWZ8itq1KbChbDR98,12.9897646,77.7863911
P875,https://maps.app.goo.gl/AiQaDdpQiVWHtvS99,13.0569934,77.576764
P874,https://maps.app.goo.gl/yEHYvmt9rBezrMf87,13.1149179,77.5767775
P873,https://maps.app.goo.gl/9VpuTJWxhJNPACHm9,13.3130464,77.6126539
P872,https://maps.app.goo.gl/RcEWgRyuGGxdjVsj6,13.0970135,77.609066
P871,https://maps.app.goo.gl/RcEWgRyuGGxdjVsj6,13.0970135,77.609066
P870,https://maps.app.goo.gl/LuRNY4aHKfSzPpPLA,12.9697941,77.6635248
P869,https://maps.app.goo.gl/2v9RggrrV42Np32f7,12.8142413,77.4837557
P868,"https://www.google.com/maps/place/Godrej+Splendour,+Whitefield+Bangalore/@13.0117106,77.7459332,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f76a01f6405:0xb01eed2d016c1c23!8m2!3d13.0117106!4d77.7459332!16s%2Fg%2F11rvc2jz0r?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",13.0117106,77.7459332
P867,https://maps.app.goo.gl/8i2u1NToSwvk198x9,12.8783356,77.771617
P866,https://maps.app.goo.gl/8i2u1NToSwvk198x9,12.8783356,77.771617
P865,https://maps.app.goo.gl/8i2u1NToSwvk198x9,12.8783356,77.771617
P864,"https://www.google.com/maps/place/The+Prestige+City/@12.8769603,77.7573457,15z/data=!4m10!1m2!2m1!1sprestige+city+sarjapur!3m6!1s0x3bae6f78c3e75109:0x65c327b0d8584026!8m2!3d12.8769603!4d77.7661004!15sChZwcmVzdGlnZSBjaXR5IHNhcmphcHVykgEPZ2F0ZWRfY29tbXVuaXR54AEA!16s%2Fg%2F11p5_vp97w?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",12.8769603,77.7573457
P863,https://maps.app.goo.gl/K1HjtYGrBEqrFvoK8,12.9932747,77.6341427
P862,https://maps.app.goo.gl/K1HjtYGrBEqrFvoK8,12.9932747,77.6341427
P861,"https://www.google.com/maps/place/Bren+Zahara/@12.9023877,77.664472,15.2z/data=!4m6!3m5!1s0x3bae13995d08d7b7:0xee5e81b765434408!8m2!3d12.9017763!4d77.6703839!16s%2Fg%2F11n8887vp5?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",12.9023877,77.664472
P860,https://maps.app.goo.gl/sbrjJz5ix3NCA3Ts7,12.9966341,77.675055
P859,https://maps.app.goo.gl/sbrjJz5ix3NCA3Ts7,12.9966341,77.675055
P858,https://maps.app.goo.gl/sbrjJz5ix3NCA3Ts7,12.9966341,77.675055
P857,https://maps.app.goo.gl/jpy11EhzgVXu9sESA,13.0978911,77.4153627
P856,https://maps.app.goo.gl/jpy11EhzgVXu9sESA,13.0978911,77.4153627
P855,https://maps.app.goo.gl/22t5tfnX18CmxmBZ9,13.0535219,77.5904814
P853,https://maps.app.goo.gl/XcaTcQQstHXN2gr97,13.1362306,77.5413389
P852,"https://www.google.com/maps/place/Mico+Layout,+BTM+2nd+Stage,+BTM+Layout,+Bengaluru,+Karnataka+560076/@12.9079663,77.6032205,14.53z/data=!4m6!3m5!1s0x3bae150318728565:0x90c3ec8ef1be5630!8m2!3d12.9128039!4d77.6043174!16s%2Fg%2F1pty4zy_2?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",12.9079663,77.6032205
P851,"https://www.google.com/maps/place/Regency+Pinnacle+Height+Levender,+REGENCY+PINNACLE+HEIGHT,+Rachenahalli,+Thanisandra,+Bengaluru,+Karnataka+560045/@13.0618476,77.6233384,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19ded8a6f4fd:0xcad2aa9b0938961c!8m2!3d13.0618476!4d77.6259133!16s%2Fg%2F11ggjq_zry?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",13.0618476,77.6233384
P850,https://maps.app.goo.gl/2fRDg9mW2qMdKFpe8,12.9171831,77.6056563
P849,https://maps.app.goo.gl/NRrCHfyqFyHLJDdm7,12.874424,77.5802282
P848,https://maps.app.goo.gl/oDjTQSz6qN3gxw8Z8,12.9675154,77.6424315
P847,https://maps.app.goo.gl/rC8D2yWe53tXfiEj7,12.9948464,77.6746432
P846,https://maps.app.goo.gl/rC8D2yWe53tXfiEj7,12.9948464,77.6746432
P845,https://maps.app.goo.gl/jpy11EhzgVXu9sESA,13.0978911,77.4153627
P844,"https://www.google.com/maps/place/Salarpuria+Sanctity,+Sarjapuraa+-+Marathahalli+Rd,+Halanayakanahalli,+Bengaluru,+Karnataka+560035/@12.9154384,77.689305,14z/data=!4m6!3m5!1s0x3bae1313dd7acf7d:0xb7786145e4d91d49!8m2!3d12.9111506!4d77.6817074!16s%2Fg%2F1hhgzc1dd?entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D",12.9154384,77.689305
P843,https://maps.app.goo.gl/QNvyzdiBKJ5YYyJd7,12.9161961,77.5807924
P842,https://maps.app.goo.gl/qm3FUAPNq5zfAy3n9,13.0236435,77.6443883
P841,https://maps.app.goo.gl/j6DfCuPKrpLu2Uad6,12.9029705,77.6596324
P840,https://maps.app.goo.gl/Ph4NAwC2roG7ha5L7,13.0250072,77.7584565
P839,https://maps.app.goo.gl/yU8VzGZDMWaPBY2T7,13.0120566,77.5044436
P838,https://maps.app.goo.gl/BnCLiahb642yj7VP7,13.1610821,77.4254062
P837,https://maps.app.goo.gl/B6JLFthoHUu8fJrJ7,12.9886751,77.4741021
P835,https://maps.app.goo.gl/sbDXkkJg22H9QkUx7,12.9855682,77.6291739
P834,"https://www.google.com/maps/place/Nikoo+Homes+1+Exit+gate+B/@13.0840597,77.6432522,17z/data=!4m10!1m2!2m1!1snikoo+homes+1!3m6!1s0x3bae197a4e3488b5:0xd5cb8ce40aca929c!8m2!3d13.0840597!4d77.6454409!15sCg1uaWtvbyBob21lcyAxkgETY29uZG9taW5pdW1fY29tcGxleOABAA!16s%2Fg%2F11pr8jzm19?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",13.0840597,77.6432522
P833,"https://www.google.com/maps/place/Prestige+Park+Drive/@13.2214569,77.6777095,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1d4e8ca7eda7:0xc364f7c0d0700f1d!8m2!3d13.2214569!4d77.6777095!16s%2Fg%2F11jw12djp9?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",13.2214569,77.6777095
P832,"https://www.google.com/maps/place/Nikoo+Homes+2/@13.0809606,77.6401636,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19932d2c5769:0x4b8f0a394b42030e!8m2!3d13.0809606!4d77.6401636!16s%2Fg%2F11c0phwqwf?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",13.0809606,77.6401636
P831,"https://www.google.com/maps/place/12%C2%B058'46.2%22N+77%C2%B044'43.4%22E/@12.9795,77.7453889,17z/data=!3m1!4b1!4m4!3m3!8m2!3d12.9795!4d77.7453889?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",12.9795,77.7453889
P830,"https://www.google.com/maps/place/Purva+Zenium/@13.1460926,77.6389257,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae198832e8b5df:0xe35302a5286768d2!8m2!3d13.1460926!4d77.6389257!16s%2Fg%2F11gy9x4h_c?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",13.1460926,77.6389257
P829,"https://www.google.com/maps/place/MJ+Lifestyle+Astyllen/@12.8809033,77.6532272,13.41z/data=!4m6!3m5!1s0x3bae133404bc7b69:0xaa3669c50ed0bc52!8m2!3d12.886245!4d77.681595!16s%2Fg%2F11hbpx0mx6?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",12.8809033,77.6532272
P828,"https://www.google.com/maps/place/SOBHA+Royal+Pavilion/@12.8996341,77.7036133,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae12dec95792ff:0xa103391baa5b8583!8m2!3d12.8996341!4d77.7036133!16s%2Fg%2F11p6djl1xv?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",12.8996341,77.7036133
P827,"https://www.google.com/maps/place/Vaswani+Exquisite/@12.9900604,77.7215187,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11eb58a62769:0xd9d2d75e3426ebe!8m2!3d12.9900604!4d77.7240936!16s%2Fg%2F11ckyc53x2?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",12.9900604,77.7215187
P826,https://maps.app.goo.gl/YKJeEgYxPgt3Qwqf7,13.0809606,77.6360437
P825,https://maps.app.goo.gl/YKJeEgYxPgt3Qwqf7,13.0809606,77.6360437
P824,https://maps.app.goo.gl/YC2JKoXGwsA4oWvN6,13.0112273,77.6013333
P823,https://maps.app.goo.gl/6wwWWna8gkWjP8XB6,12.997411,77.7575626
P822,https://maps.app.goo.gl/Sr9KKeKBnUCpdS548,13.0215869,77.6953345
P821,https://maps.app.goo.gl/eQbtZ3zxXPnfo7oZ8,13.1014465,77.5171445
P820,https://maps.app.goo.gl/2bi4d7ghwxQ1NhNw7,13.0569005,77.5045961
P819,"https://www.google.com/maps/place/13%C2%B005'44.2%22N+77%C2%B036'35.5%22E/@13.0955964,77.6072901,17z/data=!3m1!4b1!4m4!3m3!8m2!3d13.0955964!4d77.609865?hl=en&entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D",13.0955964,77.6072901
P818,https://maps.app.goo.gl/B1a5bEv6tY3YLsYs9,12.8119477,77.6885865
P817,"https://www.google.co.in/maps/place/Provident+Ecopolitan+Aerospace/@13.1495382,77.63848,12.99z/data=!4m6!3m5!1s0x3bae1b2cdde70eb7:0x92f603ce3b3f0cdc!8m2!3d13.1462963!4d77.6817509!16s%2Fg%2F11kq2n306g?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D",13.1495382,77.63848
P816,"https://www.google.co.in/maps/place/G+Corp+Residences+Koramangala/@12.9305923,77.6369195,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1466dd6e22ef:0xd70dcbebfc4472ca!8m2!3d12.9305923!4d77.6369195!16s%2Fg%2F11c59_zd5b?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D",12.9305923,77.6369195
P815,https://maps.app.goo.gl/Dk1dPn7qd2oJWskK6,12.9779691,77.5220001
P814,"https://www.google.co.in/maps/place/Century+Infiniti/@12.8971912,77.6780895,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae137568cdf083:0xd97e2e394fa4b9f1!8m2!3d12.8971912!4d77.6780895!16s%2Fg%2F11f7kn4s58?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D",12.8971912,77.6780895
P813,"https://www.google.co.in/maps/place/Pionier+Lakedew+Residency+Clubhouse/@12.8741687,77.6962436,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6cd6f6b7619f:0x89fb5a4a65a6e2ce!8m2!3d12.8741687!4d77.6962436!16s%2Fg%2F11c1qrrtty?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D",12.8741687,77.6962436
P812,"https://www.google.co.in/maps/place/Waterford+villas/@12.8103224,77.5599602,31949m/data=!3m1!1e3!4m6!3m5!1s0x3bae6dc471ead287:0xe0a6df29a021db0!8m2!3d12.8532058!4d77.6942607!16s%2Fg%2F11jjq0hmjr?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D",12.8103224,77.5599602
P811,https://maps.app.goo.gl/ZAKcUSzkjWVrb4gr9,13.0087524,77.7350489
P810,"https://www.google.com/maps/place/Godrej+Splendour,+Whitefield+Bangalore/@13.0117106,77.7459332,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f76a01f6405:0xb01eed2d016c1c23!8m2!3d13.0117106!4d77.7459332!16s%2Fg%2F11rvc2jz0r?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D",13.0117106,77.7459332
P809,https://maps.app.goo.gl/P6ztPXrGCNKSbbV16,12.9971697,77.6453958
P808,"https://www.google.com/maps/place/MIMS+Springdale+1/@12.9788011,77.7489673,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0fcaeac5e841:0x77f8fde7b5488d4a!8m2!3d12.9788011!4d77.7489673!16s%2Fg%2F11h3cvpkdw?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D",12.9788011,77.7489673
P807,"https://www.google.com/maps/place/Pavani+Prime/@12.9529493,77.7152445,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae138b15d4dd49:0xb09dde8d4e34bb3!8m2!3d12.9529493!4d77.7152445!16s%2Fg%2F11f9yt6g86?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D",12.9529493,77.7152445
P806,https://maps.app.goo.gl/gVEMN1MBZhLGZdyM8,13.0078709,77.5663519
P805,"https://www.google.com/maps/place/Assetz+Sun+%26+Sanctum/@13.0215378,77.705724,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11497ecf6bf9:0x8e1344a990a20e4e!8m2!3d13.0215378!4d77.705724!16s%2Fg%2F11fhr026qb?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D",13.0215378,77.705724
P804,"https://www.google.com/maps/place/Godrej+Park+Retreat,+Bangalore/@12.8935254,77.7048546,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13fc158cf447:0x441ed34a9d1d173e!8m2!3d12.8935254!4d77.7048546!16s%2Fg%2F11p5zk89gz?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D",12.8935254,77.7048546
P803,https://maps.app.goo.gl/myZr3emaazmPfBrN9,12.8945493,77.6593134
P802,https://maps.app.goo.gl/1HQMZ8buZvcwQmwY7,12.844817,77.5740204
P801,"https://www.google.com/maps/place/Prestige+Waterford/@12.9821519,77.7437044,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1140a51448ab:0xc1e3bb2948afbff4!8m2!3d12.9821519!4d77.7437044!16s%2Fg%2F11jm_2bhpm?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D",12.9821519,77.7437044
P800,https://maps.app.goo.gl/j7fCzxBLmawQmVgi8,13.057619,77.4038131
P799,"https://www.google.com/maps/place/Windmills+Of+Your+Mind+%7C+Total+Environment/@12.9854674,77.7173555,17z/data=!4m6!3m5!1s0x3bae11a202404dab:0x8cc53d6758fea9d6!8m2!3d12.9828212!4d77.721483!16s%2Fg%2F11c6cfkc_4?entry=ttu&g_ep=EgoyMDI0MTExOS4wIKXMDSoASAFQAw%3D%3D",12.9854674,77.7173555
P798,https://maps.app.goo.gl/Ewbrn7gLuqxToHvR9,12.9170541,77.6727541
P797,"https://www.google.com/maps/place/Incor+Carmel+Heights/@12.9502259,77.7149364,14.49z/data=!4m6!3m5!1s0x3bae0d3c96f3be75:0xed7fcb9b69076fb2!8m2!3d12.9604192!4d77.7478952!16s%2Fg%2F11g2xnnb7j?entry=ttu&g_ep=EgoyMDI0MTExNy4wIKXMDSoASAFQAw%3D%3D",12.9502259,77.7149364
P796,"https://www.google.com/maps/place/Samhita+Rainbow,+SAMHITA+RAINBOW,+Vibgyor+High+School+Rd,+Manjunatha+Layout,+Silver+Springs+Layout,+Munnekollal,+Bengaluru,+Karnataka+560066/@12.9508168,77.7146333,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1240d2c59bfd:0x324bdfa67036c1e2!8m2!3d12.9508168!4d77.7172082!16s%2Fg%2F12hmd2ps3?entry=ttu&g_ep=EgoyMDI0MTExNy4wIKXMDSoASAFQAw%3D%3D",12.9508168,77.7146333
P795,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881136,77.7178947,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D",12.9881136,77.7178947
P794,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881136,77.7178947,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D",12.9881136,77.7178947
P793,"https://www.google.com/maps/place/Pursuit+of+a+Radical+Rhapsody/@12.9881136,77.7178947,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae116a0aaba9b7:0xbcc74f1ce5de81ad!8m2!3d12.9881136!4d77.7204696!16s%2Fg%2F11p735xzv4?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D",12.9881136,77.7178947
